"Case","DOE Experiment Number","Current","Anode_Stoichiometry_Set","Anode_In_H2_dry_mass_frac","Anode_In_RH","Anode_In_Temperature","Anode_Out_Pressure","Cathode_Stoichiometry_Set","Cathode_In_RH","Cathode_In_Temperature","Cathode_Out_Pressure","Coolant_In_Factor","Coolant_In_Temperature","Coolant_Out_Pressure"
588,38.0,250.0,1.42867,0.674856,0.623701,70.0334,1.50155,2.18343,0.973028,66.6522,1.78579,-4.40984,60.6457,2.36418
589,39.0,250.0,3.22623,0.560722,0.556576,60.1102,1.50331,2.29902,0.400564,55.4329,1.93729,4.0083,60.7346,2.10595
590,40.0,250.0,1.92145,0.344919,0.724074,70.6935,1.32139,1.74074,0.584583,66.4982,1.45757,-7.6332,59.3076,1.81906
591,41.0,250.0,1.16881,0.583229,0.738488,60.8379,2.13919,3.93352,0.563304,68.5552,1.12492,-3.59694,58.2916,1.63259
592,42.0,250.0,1.31737,0.938737,0.879263,70.6182,1.74694,2.91718,0.900341,67.4041,1.37032,-3.63641,65.1324,2.46989
593,43.0,250.0,1.65981,0.321868,0.809162,65.1615,2.34183,2.47203,0.941533,73.2513,1.71571,-4.5053,66.9317,1.89997
594,44.0,250.0,2.08935,0.950345,0.930793,71.8733,2.18878,4.35787,0.971492,54.5868,1.92013,7.79537,75.6358,1.30351
595,45.0,250.0,1.81623,0.592098,0.741537,56.5701,1.81566,3.26163,0.372076,59.4867,1.18345,4.64703,68.8556,2.17222
596,46.0,250.0,3.06785,0.699754,0.708399,73.0928,1.98257,3.54688,0.997374,73.4709,1.73534,4.42875,48.6031,1.44313
597,47.0,250.0,1.41437,0.687669,0.425204,71.0664,2.14543,2.58548,0.333563,59.602,2.14028,-6.55699,73.437,1.60051
598,48.0,250.0,1.71345,0.747239,0.971475,62.5196,2.07361,1.72305,0.543986,66.978,1.25196,-9.93386,76.4915,1.94994
599,49.0,250.0,2.64708,0.16643,0.562923,70.2605,2.28701,2.18242,0.739657,77.2387,1.15322,7.97587,66.9204,2.52333
600,50.0,250.0,2.13026,0.706535,0.425092,67.7132,1.22775,3.58539,0.834134,66.5628,1.09135,-3.26692,68.4199,2.16322
601,51.0,250.0,4.57408,0.262501,0.416243,68.7626,2.21109,3.26263,0.498029,69.8914,1.91864,-5.02238,57.8542,1.86752
602,52.0,250.0,2.03191,0.388056,0.386236,62.7574,1.20134,4.46313,0.949445,66.8031,1.69294,-3.90422,54.8886,2.48703
603,53.0,250.0,3.52858,0.789638,0.673354,61.392,1.47999,4.95185,0.55207,64.4637,1.1341,-9.01353,58.8428,1.51586
604,54.0,250.0,2.02493,0.838016,0.611498,57.0693,2.21835,4.31951,0.9269,71.6009,1.83504,-7.84655,66.7318,1.80894
605,55.0,250.0,1.61776,0.364001,0.77926,71.842,1.31644,3.88649,0.90467,63.2756,1.60782,-8.33555,70.4979,1.85839
606,56.0,250.0,1.93831,0.651405,0.575053,65.4042,1.82319,4.7628,0.906018,67.3207,1.65521,6.42372,71.4387,1.71149
607,57.0,250.0,3.59129,0.779099,0.85215,51.7405,1.7681,2.70862,0.852429,63.7131,1.13956,4.83238,71.5293,1.46826
608,58.0,250.0,1.72101,0.50197,0.527492,56.2713,1.48696,2.082,0.568459,65.4305,1.6059,-3.77971,58.7115,1.54445
609,59.0,250.0,1.65016,0.633028,0.546105,61.1264,1.51055,3.013,0.549232,69.8657,1.06558,-2.28325,48.805,2.21907
610,60.0,250.0,1.36502,0.212729,0.969173,73.7471,1.52024,3.71177,0.60913,66.3986,2.01604,6.66331,52.8675,2.04768
611,61.0,250.0,2.88633,0.38725,0.441636,61.0875,2.08654,1.4362,0.919751,67.0485,1.51453,-9.0793,49.5452,2.39506
612,62.0,250.0,3.89721,0.706511,0.441416,62.2429,2.18464,4.73504,0.772082,77.3889,1.90632,-6.84879,62.9659,1.55556
613,63.0,250.0,2.10894,0.765107,0.770326,70.1468,1.31624,3.14207,0.854451,66.737,1.61479,-7.99791,62.0394,1.94761
614,64.0,250.0,2.87589,0.263666,0.632105,70.0258,1.3577,2.71573,0.884548,67.3444,1.33571,-4.40942,64.2801,2.23624
615,65.0,250.0,2.71056,0.31289,0.501766,59.9009,1.66241,2.01814,0.615328,54.6494,1.66362,-2.29454,55.9896,1.32084
616,66.0,250.0,2.25713,0.247987,0.93908,57.7717,1.6134,2.00076,0.4625,73.7682,2.02655,-8.2723,62.9591,2.12027
617,67.0,250.0,3.44603,0.876927,0.745658,66.6416,1.26477,2.28236,0.613524,77.3552,1.99657,-7.1012,54.0968,1.97124
618,68.0,250.0,2.3385,0.503628,0.47291,55.1979,1.53239,2.09218,0.919857,70.4901,2.08549,5.17905,55.637,1.34953
619,69.0,250.0,2.06473,0.706492,0.847078,62.1457,1.68449,4.2348,0.662133,69.6616,2.19251,-4.93342,67.9056,1.54816
620,70.0,250.0,1.48983,0.480948,0.969345,66.5836,1.86416,2.4808,0.460289,59.7829,1.56769,-3.4916,46.1354,1.71804
621,71.0,250.0,1.55951,0.649754,0.528339,61.3589,1.708,4.2419,0.820357,64.8638,1.39906,-7.31961,56.8829,1.50344
622,72.0,250.0,2.10097,0.462846,0.447526,62.1762,1.23464,3.91846,0.813746,54.6737,1.08577,-4.77639,49.7077,2.30653
623,73.0,250.0,1.74635,0.898937,0.485204,57.5439,1.59349,2.17246,0.704301,70.7972,1.69,2.28953,70.065,1.43137
624,74.0,250.0,2.69731,0.71065,0.671667,74.1069,1.58707,2.89115,0.618521,71.2721,2.00303,-3.33986,55.5362,1.57459
625,75.0,250.0,2.90449,0.34949,0.79186,70.1266,1.64404,2.61007,0.983587,61.609,1.12904,-9.05869,74.1268,1.79602
626,76.0,250.0,1.96709,0.18278,0.587293,58.1989,1.44242,4.09224,0.456449,62.0595,2.0522,9.69857,66.9024,1.48599
627,77.0,250.0,3.04899,0.944852,0.377171,70.7384,1.9065,5.51085,0.337417,74.7892,2.01182,5.25036,59.2266,2.19628
628,78.0,250.0,1.61329,0.869133,0.655591,59.3184,1.42364,1.60138,0.474777,74.9503,1.91518,-2.9188,52.3483,2.12819
629,79.0,250.0,3.11005,0.493424,0.964927,61.2133,1.28409,2.0362,0.664703,51.3467,1.79651,7.36026,62.3664,2.45842
630,80.0,250.0,1.95291,0.676074,0.727002,62.4644,2.20865,3.53996,0.722549,74.8234,2.02104,5.05158,45.148,1.46562
631,81.0,250.0,3.1938,0.720192,0.713556,59.7599,2.09574,1.80711,0.648078,78.1909,1.75468,-3.77108,55.8909,2.21628
632,82.0,250.0,3.25633,0.434678,0.423465,69.0822,1.35166,5.5848,0.703473,73.1782,1.00953,-9.68346,62.9751,1.50141
633,83.0,250.0,3.70355,0.697774,0.873779,61.043,1.88911,2.47287,0.505156,60.7364,1.14131,2.70324,66.91,1.89816
634,84.0,250.0,2.65443,0.289539,0.620156,76.3387,2.3931,1.44596,0.684422,55.7664,1.65141,2.97128,72.9717,1.35227
635,85.0,250.0,1.79655,0.960852,0.849062,67.9468,2.12417,5.43348,0.533645,60.9253,1.90265,-8.00934,44.4617,1.55983
636,86.0,250.0,3.3599,0.674567,0.737526,62.0215,2.02673,3.0349,0.947016,66.3397,1.53038,6.90766,66.1167,1.47392
637,87.0,250.0,2.12164,0.239441,0.518727,55.1328,1.75347,3.75507,0.535068,66.0922,1.71233,6.11557,71.6317,2.01265
638,88.0,250.0,4.61774,0.542946,0.847851,54.3114,1.40502,3.63771,0.424157,61.2445,1.83976,0.164975,50.2544,1.56934
639,89.0,250.0,1.55126,0.657681,0.543371,60.0588,1.22354,3.2656,0.633928,62.8696,1.2361,6.52307,58.7144,1.89298
640,90.0,250.0,1.76998,0.373814,0.726147,52.8377,1.6339,1.9596,0.795684,54.1384,2.13324,-8.77054,62.0271,1.3299
641,91.0,250.0,2.61996,0.602763,0.789804,72.4421,1.39487,2.51762,0.40138,68.503,1.01579,3.47178,58.2585,2.50106
642,92.0,250.0,4.10534,0.511414,0.925758,65.1601,1.58432,3.77183,0.974911,65.4818,2.17952,8.88893,54.1691,1.56673
643,93.0,250.0,3.17247,0.747686,0.371607,67.753,2.39734,1.96818,0.342427,70.7582,1.85215,5.67535,74.4192,2.28214
644,94.0,250.0,2.38266,0.191443,0.571261,77.3421,1.42222,3.01521,0.974619,74.3957,1.98125,-9.79269,51.9021,1.95546
645,95.0,250.0,2.71347,0.910963,0.425365,57.1879,1.32514,2.42694,0.619608,64.7818,1.45091,3.18086,61.3117,1.82447
646,96.0,250.0,1.26802,0.478054,0.477803,67.971,1.86536,2.45591,0.441254,59.9183,1.8059,-5.11812,66.8379,1.21582
647,97.0,250.0,3.70492,0.513884,0.97996,60.6897,1.77297,2.7398,0.330849,55.2671,1.13956,-0.43692,60.337,2.17258
648,98.0,250.0,4.70353,0.200868,0.452879,65.2417,1.41847,3.15484,0.570617,73.1229,2.08679,-2.74811,59.0423,2.36665
649,99.0,250.0,1.57543,0.634905,0.617284,63.1017,1.57066,3.38905,0.753221,68.9577,1.74469,-3.43527,57.3365,1.7884
650,100.0,250.0,3.06309,0.923962,0.795295,66.877,2.31455,2.2822,0.499212,57.3654,1.20668,0.756862,61.7613,1.94942
651,101.0,250.0,2.26951,0.840003,0.583473,75.8724,2.18709,2.30744,0.6562,76.4892,1.20049,7.14606,72.3845,1.55985
652,102.0,250.0,1.78334,0.810336,0.824056,56.0651,1.41419,1.66405,0.848812,70.3721,1.74675,-9.3532,64.4757,1.58819
653,103.0,250.0,1.97676,0.415453,0.842887,70.2643,2.27826,1.73004,0.409921,72.5192,1.02103,-6.03899,63.4083,1.63593
654,104.0,250.0,1.94508,0.216206,0.77942,65.0362,1.63946,3.9912,0.750605,58.101,1.24906,3.17111,62.1561,2.46614
655,105.0,250.0,2.01584,0.998087,0.755202,61.2137,1.52474,1.47844,0.562442,63.1018,1.37606,-5.76812,73.861,1.63819
656,106.0,250.0,3.82142,0.238115,0.3794,69.7457,1.74731,2.78898,0.81752,69.0817,1.19539,-4.80368,62.5382,1.75248
657,107.0,250.0,1.60935,0.208946,0.376987,70.8302,1.29784,4.12755,0.673421,69.4558,1.26363,3.0379,64.468,1.51714
658,108.0,250.0,1.65777,0.90891,0.961048,67.0905,1.54472,2.65781,0.411586,70.1267,1.24013,5.45147,51.6473,2.0093
659,109.0,250.0,2.96819,0.578278,0.689668,67.2871,1.32985,3.55661,0.470965,71.1928,1.38901,0.0702028,72.4978,1.22642
660,110.0,250.0,3.78327,0.254426,0.457204,68.5787,2.28241,4.1942,0.618401,74.2566,1.02628,7.31184,58.3569,1.62951
661,1.0,300.0,1.37252,0.529361,0.877546,65.8781,2.00693,2.44206,0.507504,66.344,1.57667,-4.66699,60.1431,2.36021
662,2.0,300.0,2.28357,0.324093,0.71055,65.971,2.37944,1.29879,0.851408,74.2442,1.3044,9.98068,52.0664,1.25145
663,3.0,300.0,2.42181,0.273287,0.615947,59.8237,1.82861,1.95023,0.329221,53.6373,1.83506,-6.00187,50.5116,1.36809
664,4.0,300.0,1.87,0.8714,0.491715,68.3369,2.20839,1.64341,0.515998,66.1702,1.84222,5.45317,56.1519,2.46178
665,5.0,300.0,2.03488,0.969468,0.762392,62.0478,2.1981,2.03829,0.75116,62.9751,1.46308,1.08983,57.4201,1.43453
666,6.0,300.0,1.37851,0.352461,0.679484,68.1663,1.54081,1.28025,0.332945,64.0964,1.23797,0.191935,64.6549,1.27602
667,7.0,300.0,1.84129,0.96796,0.496079,71.3026,1.73384,2.96617,0.553483,71.0729,1.87054,-4.77127,61.2436,2.21187
668,8.0,300.0,1.53748,0.24073,0.955457,71.0157,2.2448,1.92902,0.842802,65.4379,2.0407,-5.24274,64.5794,2.01981
669,9.0,300.0,4.6979,0.575837,0.518484,64.7262,1.70266,2.8704,0.910166,57.9245,1.89191,7.52518,61.5193,1.82414
670,10.0,300.0,1.45937,0.876331,0.678661,60.8154,1.64268,2.98147,0.350736,67.5945,1.86895,4.92944,75.2675,2.43207
671,11.0,300.0,2.34057,0.561858,0.726445,63.4235,1.57157,3.25139,0.708926,73.5803,1.2082,0.785555,60.1042,1.51769
672,12.0,300.0,1.84749,0.685079,0.784105,57.1921,1.76589,3.55819,0.619097,60.2992,1.79264,-0.426752,55.7407,2.38406
673,13.0,300.0,2.12152,0.705365,0.761081,73.4376,1.5459,4.74325,0.821938,69.9055,1.4163,8.85173,57.9627,2.19959
674,14.0,300.0,3.77807,0.638656,0.619289,69.3512,2.18346,2.68859,0.738801,63.9527,1.91563,-1.29905,73.5903,1.334
675,15.0,300.0,3.00359,0.17069,0.526846,76.2848,1.33834,2.18564,0.950504,66.1582,1.47943,-7.51215,69.8394,1.97434
676,16.0,300.0,1.72778,0.3824,0.558385,61.4561,1.90113,3.58903,0.972392,73.6211,1.21134,-0.312925,54.0302,1.2993
677,17.0,300.0,3.31716,0.219823,0.894068,68.5275,1.5214,2.98878,0.580921,61.7955,1.02186,-4.437,46.8348,1.52392
678,18.0,300.0,4.6786,0.405009,0.687213,71.3092,2.24232,1.50353,0.944397,56.7408,1.98453,-1.9397,55.8021,1.24058
679,19.0,300.0,2.01028,0.402724,0.412296,63.6278,2.38063,1.71205,0.743531,59.2554,1.98411,2.02071,65.2756,2.29447
680,20.0,300.0,1.5787,0.230373,0.555893,74.194,2.22164,1.63259,0.707851,72.3567,1.30788,-3.25906,71.63,1.86666
681,21.0,300.0,1.85091,0.189705,0.508638,69.8919,1.44746,4.50012,0.514839,65.6534,1.00614,3.82618,43.2805,1.33524
682,22.0,300.0,1.36537,0.833631,0.844301,67.3993,1.72444,1.92571,0.543696,53.5853,1.65588,8.0,60.6045,1.92012
683,23.0,300.0,3.74915,0.884493,0.704823,71.9929,1.63744,3.87143,0.517695,66.7905,2.09494,-8.39551,43.6291,2.15217
684,24.0,300.0,1.65047,0.378794,0.606635,57.4607,2.12374,2.5484,0.683718,51.7338,1.97081,2.99914,68.2588,1.88004
685,25.0,300.0,1.73931,0.695068,0.992215,59.9382,1.45304,1.45738,0.553642,55.988,1.42342,9.37846,43.173,1.95989
686,26.0,300.0,4.1781,0.871011,0.606524,70.9885,2.17421,1.58733,0.95276,76.5307,1.07131,5.40756,55.4083,1.8762
687,27.0,300.0,2.1595,0.854092,0.559253,72.119,1.37569,5.37803,0.430716,75.452,1.88532,-9.66436,54.4459,1.69298
688,28.0,300.0,1.31483,0.724729,0.398053,61.6536,1.95013,3.01446,0.965911,69.5077,1.42806,3.6855,53.0051,2.14312
689,29.0,300.0,3.66305,0.233487,0.479724,65.0035,1.64552,5.48858,0.972598,69.372,1.62267,-4.78805,66.1664,1.2483
690,30.0,300.0,3.30968,0.441357,0.744284,66.9116,1.77227,3.76971,0.544605,63.6131,1.02235,0.671732,51.3803,2.29349
691,31.0,300.0,1.43854,0.858029,0.484915,60.2504,2.08404,2.70645,0.891737,67.8815,1.823,0.603056,71.6982,1.76103
692,32.0,300.0,3.40537,0.812759,0.946766,68.7389,1.85732,1.22497,0.493402,60.7498,1.06681,8.12272,78.3271,1.68695
693,33.0,300.0,3.69483,0.153653,0.465533,52.3465,2.30073,3.11728,0.559828,73.6209,1.18086,-6.7281,53.9772,2.049
694,34.0,300.0,1.23605,0.406737,0.573598,64.0684,2.04789,1.65417,0.970167,66.5626,1.30304,4.00015,50.1557,2.32249
695,35.0,300.0,1.70086,0.439917,0.456917,75.7254,1.28133,2.93358,0.556409,69.9461,1.96077,1.40608,63.4634,1.92473
696,36.0,300.0,2.75724,0.942317,0.619689,73.7442,1.73443,4.28661,0.803737,60.6392,1.754,0.294959,53.7063,1.41176
697,37.0,300.0,2.04783,0.513339,0.668284,52.5369,2.23688,5.3609,0.85837,65.0849,1.72387,4.89632,40.6004,1.71914
698,38.0,300.0,1.42867,0.674856,0.623701,70.0334,1.50155,2.18343,0.973028,66.6522,1.78579,-4.40984,60.6457,2.36418
699,39.0,300.0,3.22623,0.560722,0.556576,60.1102,1.50331,2.29902,0.400564,55.4329,1.93729,4.0083,60.7346,2.10595
700,40.0,300.0,1.92145,0.344919,0.724074,70.6935,1.32139,1.74074,0.584583,66.4982,1.45757,-7.6332,59.3076,1.81906
701,41.0,300.0,1.16881,0.583229,0.738488,60.8379,2.13919,3.93352,0.563304,68.5552,1.12492,-3.59694,58.2916,1.63259
702,42.0,300.0,1.31737,0.938737,0.879263,70.6182,1.74694,2.91718,0.900341,67.4041,1.37032,-3.63641,65.1324,2.46989
703,43.0,300.0,1.65981,0.321868,0.809162,65.1615,2.34183,2.47203,0.941533,73.2513,1.71571,-4.5053,66.9317,1.89997
704,44.0,300.0,2.08935,0.950345,0.930793,71.8733,2.18878,4.35787,0.971492,54.5868,1.92013,7.79537,75.6358,1.30351
705,45.0,300.0,1.81623,0.592098,0.741537,56.5701,1.81566,3.26163,0.372076,59.4867,1.18345,4.64703,68.8556,2.17222
706,46.0,300.0,3.06785,0.699754,0.708399,73.0928,1.98257,3.54688,0.997374,73.4709,1.73534,4.42875,48.6031,1.44313
707,47.0,300.0,1.41437,0.687669,0.425204,71.0664,2.14543,2.58548,0.333563,59.602,2.14028,-6.55699,73.437,1.60051
708,48.0,300.0,1.71345,0.747239,0.971475,62.5196,2.07361,1.72305,0.543986,66.978,1.25196,-9.93386,76.4915,1.94994
709,49.0,300.0,2.64708,0.16643,0.562923,70.2605,2.28701,2.18242,0.739657,77.2387,1.15322,7.97587,66.9204,2.52333
710,50.0,300.0,2.13026,0.706535,0.425092,67.7132,1.22775,3.58539,0.834134,66.5628,1.09135,-3.26692,68.4199,2.16322
711,51.0,300.0,4.57408,0.262501,0.416243,68.7626,2.21109,3.26263,0.498029,69.8914,1.91864,-5.02238,57.8542,1.86752
712,52.0,300.0,2.03191,0.388056,0.386236,62.7574,1.20134,4.46313,0.949445,66.8031,1.69294,-3.90422,54.8886,2.48703
713,53.0,300.0,3.52858,0.789638,0.673354,61.392,1.47999,4.95185,0.55207,64.4637,1.1341,-9.01353,58.8428,1.51586
714,54.0,300.0,2.02493,0.838016,0.611498,57.0693,2.21835,4.31951,0.9269,71.6009,1.83504,-7.84655,66.7318,1.80894
715,55.0,300.0,1.61776,0.364001,0.77926,71.842,1.31644,3.88649,0.90467,63.2756,1.60782,-8.33555,70.4979,1.85839
716,56.0,300.0,1.93831,0.651405,0.575053,65.4042,1.82319,4.7628,0.906018,67.3207,1.65521,6.42372,71.4387,1.71149
717,57.0,300.0,3.59129,0.779099,0.85215,51.7405,1.7681,2.70862,0.852429,63.7131,1.13956,4.83238,71.5293,1.46826
718,58.0,300.0,1.72101,0.50197,0.527492,56.2713,1.48696,2.082,0.568459,65.4305,1.6059,-3.77971,58.7115,1.54445
719,59.0,300.0,1.65016,0.633028,0.546105,61.1264,1.51055,3.013,0.549232,69.8657,1.06558,-2.28325,48.805,2.21907
720,60.0,300.0,1.36502,0.212729,0.969173,73.7471,1.52024,3.71177,0.60913,66.3986,2.01604,6.66331,52.8675,2.04768
721,61.0,300.0,2.88633,0.38725,0.441636,61.0875,2.08654,1.4362,0.919751,67.0485,1.51453,-9.0793,49.5452,2.39506
722,62.0,300.0,3.89721,0.706511,0.441416,62.2429,2.18464,4.73504,0.772082,77.3889,1.90632,-6.84879,62.9659,1.55556
723,63.0,300.0,2.10894,0.765107,0.770326,70.1468,1.31624,3.14207,0.854451,66.737,1.61479,-7.99791,62.0394,1.94761
724,64.0,300.0,2.87589,0.263666,0.632105,70.0258,1.3577,2.71573,0.884548,67.3444,1.33571,-4.40942,64.2801,2.23624
725,65.0,300.0,2.71056,0.31289,0.501766,59.9009,1.66241,2.01814,0.615328,54.6494,1.66362,-2.29454,55.9896,1.32084
726,66.0,300.0,2.25713,0.247987,0.93908,57.7717,1.6134,2.00076,0.4625,73.7682,2.02655,-8.2723,62.9591,2.12027
727,67.0,300.0,3.44603,0.876927,0.745658,66.6416,1.26477,2.28236,0.613524,77.3552,1.99657,-7.1012,54.0968,1.97124
728,68.0,300.0,2.3385,0.503628,0.47291,55.1979,1.53239,2.09218,0.919857,70.4901,2.08549,5.17905,55.637,1.34953
729,69.0,300.0,2.06473,0.706492,0.847078,62.1457,1.68449,4.2348,0.662133,69.6616,2.19251,-4.93342,67.9056,1.54816
730,70.0,300.0,1.48983,0.480948,0.969345,66.5836,1.86416,2.4808,0.460289,59.7829,1.56769,-3.4916,46.1354,1.71804
731,71.0,300.0,1.55951,0.649754,0.528339,61.3589,1.708,4.2419,0.820357,64.8638,1.39906,-7.31961,56.8829,1.50344
732,72.0,300.0,2.10097,0.462846,0.447526,62.1762,1.23464,3.91846,0.813746,54.6737,1.08577,-4.77639,49.7077,2.30653
733,73.0,300.0,1.74635,0.898937,0.485204,57.5439,1.59349,2.17246,0.704301,70.7972,1.69,2.28953,70.065,1.43137
734,74.0,300.0,2.69731,0.71065,0.671667,74.1069,1.58707,2.89115,0.618521,71.2721,2.00303,-3.33986,55.5362,1.57459
735,75.0,300.0,2.90449,0.34949,0.79186,70.1266,1.64404,2.61007,0.983587,61.609,1.12904,-9.05869,74.1268,1.79602
736,76.0,300.0,1.96709,0.18278,0.587293,58.1989,1.44242,4.09224,0.456449,62.0595,2.0522,9.69857,66.9024,1.48599
737,77.0,300.0,3.04899,0.944852,0.377171,70.7384,1.9065,5.51085,0.337417,74.7892,2.01182,5.25036,59.2266,2.19628
738,78.0,300.0,1.61329,0.869133,0.655591,59.3184,1.42364,1.60138,0.474777,74.9503,1.91518,-2.9188,52.3483,2.12819
739,79.0,300.0,3.11005,0.493424,0.964927,61.2133,1.28409,2.0362,0.664703,51.3467,1.79651,7.36026,62.3664,2.45842
740,80.0,300.0,1.95291,0.676074,0.727002,62.4644,2.20865,3.53996,0.722549,74.8234,2.02104,5.05158,45.148,1.46562
741,81.0,300.0,3.1938,0.720192,0.713556,59.7599,2.09574,1.80711,0.648078,78.1909,1.75468,-3.77108,55.8909,2.21628
742,82.0,300.0,3.25633,0.434678,0.423465,69.0822,1.35166,5.5848,0.703473,73.1782,1.00953,-9.68346,62.9751,1.50141
743,83.0,300.0,3.70355,0.697774,0.873779,61.043,1.88911,2.47287,0.505156,60.7364,1.14131,2.70324,66.91,1.89816
744,84.0,300.0,2.65443,0.289539,0.620156,76.3387,2.3931,1.44596,0.684422,55.7664,1.65141,2.97128,72.9717,1.35227
745,85.0,300.0,1.79655,0.960852,0.849062,67.9468,2.12417,5.43348,0.533645,60.9253,1.90265,-8.00934,44.4617,1.55983
746,86.0,300.0,3.3599,0.674567,0.737526,62.0215,2.02673,3.0349,0.947016,66.3397,1.53038,6.90766,66.1167,1.47392
747,87.0,300.0,2.12164,0.239441,0.518727,55.1328,1.75347,3.75507,0.535068,66.0922,1.71233,6.11557,71.6317,2.01265
748,88.0,300.0,4.61774,0.542946,0.847851,54.3114,1.40502,3.63771,0.424157,61.2445,1.83976,0.164975,50.2544,1.56934
749,89.0,300.0,1.55126,0.657681,0.543371,60.0588,1.22354,3.2656,0.633928,62.8696,1.2361,6.52307,58.7144,1.89298
750,90.0,300.0,1.76998,0.373814,0.726147,52.8377,1.6339,1.9596,0.795684,54.1384,2.13324,-8.77054,62.0271,1.3299
751,91.0,300.0,2.61996,0.602763,0.789804,72.4421,1.39487,2.51762,0.40138,68.503,1.01579,3.47178,58.2585,2.50106
752,92.0,300.0,4.10534,0.511414,0.925758,65.1601,1.58432,3.77183,0.974911,65.4818,2.17952,8.88893,54.1691,1.56673
753,93.0,300.0,3.17247,0.747686,0.371607,67.753,2.39734,1.96818,0.342427,70.7582,1.85215,5.67535,74.4192,2.28214
754,94.0,300.0,2.38266,0.191443,0.571261,77.3421,1.42222,3.01521,0.974619,74.3957,1.98125,-9.79269,51.9021,1.95546
755,95.0,300.0,2.71347,0.910963,0.425365,57.1879,1.32514,2.42694,0.619608,64.7818,1.45091,3.18086,61.3117,1.82447
756,96.0,300.0,1.26802,0.478054,0.477803,67.971,1.86536,2.45591,0.441254,59.9183,1.8059,-5.11812,66.8379,1.21582
757,97.0,300.0,3.70492,0.513884,0.97996,60.6897,1.77297,2.7398,0.330849,55.2671,1.13956,-0.43692,60.337,2.17258
758,98.0,300.0,4.70353,0.200868,0.452879,65.2417,1.41847,3.15484,0.570617,73.1229,2.08679,-2.74811,59.0423,2.36665
759,99.0,300.0,1.57543,0.634905,0.617284,63.1017,1.57066,3.38905,0.753221,68.9577,1.74469,-3.43527,57.3365,1.7884
760,100.0,300.0,3.06309,0.923962,0.795295,66.877,2.31455,2.2822,0.499212,57.3654,1.20668,0.756862,61.7613,1.94942
761,101.0,300.0,2.26951,0.840003,0.583473,75.8724,2.18709,2.30744,0.6562,76.4892,1.20049,7.14606,72.3845,1.55985
762,102.0,300.0,1.78334,0.810336,0.824056,56.0651,1.41419,1.66405,0.848812,70.3721,1.74675,-9.3532,64.4757,1.58819
763,103.0,300.0,1.97676,0.415453,0.842887,70.2643,2.27826,1.73004,0.409921,72.5192,1.02103,-6.03899,63.4083,1.63593
764,104.0,300.0,1.94508,0.216206,0.77942,65.0362,1.63946,3.9912,0.750605,58.101,1.24906,3.17111,62.1561,2.46614
765,105.0,300.0,2.01584,0.998087,0.755202,61.2137,1.52474,1.47844,0.562442,63.1018,1.37606,-5.76812,73.861,1.63819
766,106.0,300.0,3.82142,0.238115,0.3794,69.7457,1.74731,2.78898,0.81752,69.0817,1.19539,-4.80368,62.5382,1.75248
767,107.0,300.0,1.60935,0.208946,0.376987,70.8302,1.29784,4.12755,0.673421,69.4558,1.26363,3.0379,64.468,1.51714
768,108.0,300.0,1.65777,0.90891,0.961048,67.0905,1.54472,2.65781,0.411586,70.1267,1.24013,5.45147,51.6473,2.0093
769,109.0,300.0,2.96819,0.578278,0.689668,67.2871,1.32985,3.55661,0.470965,71.1928,1.38901,0.0702028,72.4978,1.22642
770,110.0,300.0,3.78327,0.254426,0.457204,68.5787,2.28241,4.1942,0.618401,74.2566,1.02628,7.31184,58.3569,1.62951
771,1.0,350.0,1.37252,0.529361,0.877546,65.8781,2.00693,2.44206,0.507504,66.344,1.57667,-4.66699,60.1431,2.36021
772,2.0,350.0,2.28357,0.324093,0.71055,65.971,2.37944,1.29879,0.851408,74.2442,1.3044,9.98068,52.0664,1.25145
773,3.0,350.0,2.42181,0.273287,0.615947,59.8237,1.82861,1.95023,0.329221,53.6373,1.83506,-6.00187,50.5116,1.36809
774,4.0,350.0,1.87,0.8714,0.491715,68.3369,2.20839,1.64341,0.515998,66.1702,1.84222,5.45317,56.1519,2.46178
775,5.0,350.0,2.03488,0.969468,0.762392,62.0478,2.1981,2.03829,0.75116,62.9751,1.46308,1.08983,57.4201,1.43453
776,6.0,350.0,1.37851,0.352461,0.679484,68.1663,1.54081,1.28025,0.332945,64.0964,1.23797,0.191935,64.6549,1.27602
777,7.0,350.0,1.84129,0.96796,0.496079,71.3026,1.73384,2.96617,0.553483,71.0729,1.87054,-4.77127,61.2436,2.21187
778,8.0,350.0,1.53748,0.24073,0.955457,71.0157,2.2448,1.92902,0.842802,65.4379,2.0407,-5.24274,64.5794,2.01981
779,9.0,350.0,4.6979,0.575837,0.518484,64.7262,1.70266,2.8704,0.910166,57.9245,1.89191,7.52518,61.5193,1.82414
780,10.0,350.0,1.45937,0.876331,0.678661,60.8154,1.64268,2.98147,0.350736,67.5945,1.86895,4.92944,75.2675,2.43207
781,11.0,350.0,2.34057,0.561858,0.726445,63.4235,1.57157,3.25139,0.708926,73.5803,1.2082,0.785555,60.1042,1.51769
782,12.0,350.0,1.84749,0.685079,0.784105,57.1921,1.76589,3.55819,0.619097,60.2992,1.79264,-0.426752,55.7407,2.38406
783,13.0,350.0,2.12152,0.705365,0.761081,73.4376,1.5459,4.74325,0.821938,69.9055,1.4163,8.85173,57.9627,2.19959
784,14.0,350.0,3.77807,0.638656,0.619289,69.3512,2.18346,2.68859,0.738801,63.9527,1.91563,-1.29905,73.5903,1.334
