"Case","Steady_State","Anode_Out_Flow","Anode_Out_H2_mole_frac","Anode_Out_N2_mole_frac","Anode_Out_H2Ovap_mole_frac","Anode_Out_H2Oliq_mole_frac","Anode_Out_RH","Anode_Out_Temperature","Anode_Out_Dew_Temperature","Anode_In_Pressure","Anode_Lambda","Cathode_Out_Flow","Cathode_Out_O2_mole_frac","Cathode_Out_N2_mole_frac","Cathode_Out_H2Ovap_mole_frac","Cathode_Out_H2Oliq_mole_frac","Cathode_Out_RH","Cathode_Out_Temperature","Cathode_Out_Dew_Temperature","Cathode_In_Pressure","Cathode_Lambda","Coolant_Out_Flow","Coolant_Out_Temperature","Coolant_In_Pressure","Membrane_Humidity","Membrane_Water_Content_Average","Hydrogen_Crossover","Oxygen_Crossover","Nitrogen_Crossover","Water_Crossover","Voltage","Voltage_Loss_Activation","Voltage_Loss_Transport","Voltage_Loss_Ohmic","Electrical_Power","Fuel_Power","Fuel_Efficiency"
1198,1.0,77.980675,0.62153393,0.22255452,0.11337461,0.042536926,1.0,57.142174,57.142174,2.5879586,4.920477,258.6783,0.13638851,0.7470128,0.11659872,0.0,0.72554284,71.47146,63.928154,2.7499344,3.1731384,292.2443,68.14529,3.3600755,0.9172278,11.33223,0.008857318,0.070226505,0.022637844,14.573526,300.6901,58.5824,4.1817555,51.269623,150.34505,286.41165,0.5246453
1199,1.0,24.81495,0.34880707,0.04009901,0.07038227,0.54071164,1.0000001,63.6466,63.6466,1.7958812,1.5539837,280.8004,0.14205581,0.7503226,0.10762162,0.0,0.48430234,74.74761,58.537834,2.5935547,3.4502754,292.11926,69.18905,2.7814445,0.5888298,4.4471316,0.005494316,0.043562464,0.020963077,18.193745,241.84766,57.759823,3.6978207,107.23789,120.92383,286.0083,0.42266136
1200,1.0,15.302989,0.8086051,0.0073594493,0.10529,0.078745455,1.0,65.80044,65.80044,2.516348,3.000688,191.17319,0.10690497,0.7105222,0.18257287,0.0,0.57183343,74.61132,61.926445,1.8597577,2.2954743,295.8573,70.91186,2.9467154,0.7999443,7.937018,0.009055788,0.071800105,0.018359596,3.610768,276.78268,65.28833,5.2616487,66.06897,138.39134,286.43546,0.48297527
1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1202,1.0,23.549799,0.4361306,0.017161708,0.14128152,0.40542617,0.9999995,71.50213,71.50213,1.6411119,1.7329181,133.39395,0.07879002,0.7361464,0.18506359,0.0,0.6139481,82.32253,70.70925,2.0801518,1.6706482,286.2272,75.91616,2.4987147,0.63249433,4.8716087,0.005323103,0.04220498,0.021535568,17.109392,248.57143,59.36815,5.710963,92.47348,124.28571,285.98776,0.43464723
1203,1.0,17.863604,0.60724384,0.12566005,0.1085289,0.15856723,1.0,68.40194,68.40194,2.4402459,1.9487156,150.58377,0.076575845,0.6673549,0.25606927,0.0,0.5993939,77.74972,65.58239,1.5779436,1.7556446,289.20303,73.247765,2.581496,0.75981385,7.3419046,0.007766056,0.061574277,0.011647802,3.3465166,264.6985,69.21495,6.8267508,69.06839,132.34924,286.28076,0.4621603
1204,1.0,32.040222,0.4617213,0.24654481,0.14030111,0.15143278,1.0000001,66.38027,66.3803,1.9293884,1.9447894,339.6571,0.14784166,0.7338293,0.11832902,0.0,0.4259931,72.62792,53.623558,2.5629673,4.0936956,298.29642,71.3727,3.473938,0.7495896,7.2183967,0.0058181304,0.046129875,0.019073483,6.7802186,277.03723,56.884354,4.411491,71.808975,138.51862,286.04712,0.4841173
1205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1206,1.0,55.906666,0.61985195,0.1914001,0.15081827,0.03792968,1.0000001,66.79839,66.79839,2.3963623,3.89993,244.3862,0.12425661,0.7102786,0.1654648,0.0,0.53383374,73.8128,60.006767,2.113324,2.9088051,290.25287,71.50039,2.708572,0.8402909,9.147151,0.007607923,0.060320497,0.015183471,13.663162,286.69907,61.92475,4.3298035,58.678402,143.34953,286.26178,0.5006771
1207,1.0,31.37025,0.34847185,0.24821952,0.19310965,0.210199,1.0000002,70.340996,70.34103,1.5683601,1.575943,358.8468,0.14988075,0.731865,0.118254244,0.0,0.38492396,75.31664,53.914513,2.6900518,4.3140297,298.324,74.01632,2.5038629,0.6722046,5.6440306,0.004701761,0.03727858,0.021122608,11.5264635,265.30258,53.05159,3.9864497,84.482666,132.65129,285.91324,0.46392018
1208,1.0,19.934772,0.4225864,0.008156645,0.0556576,0.51359934,1.0000001,57.052605,57.052635,1.7357473,1.6262648,219.03075,0.12478585,0.74367994,0.13153422,0.0,0.4910188,71.359886,55.331413,1.99676,2.6984067,301.04068,64.94256,3.1027331,0.5632098,5.4348803,0.0048396913,0.03837218,0.0139489435,11.66463,234.14091,69.4992,7.049911,100.38905,117.07046,285.92978,0.40867245
1209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1210,1.0,51.92759,0.62901145,0.179434,0.09561357,0.09594098,1.0000004,63.766197,63.766197,2.7937825,3.7962224,377.67868,0.15105882,0.7280148,0.12092636,0.0,0.47240403,66.91503,50.981224,2.6847472,4.5113997,302.46768,67.945915,2.6837668,0.85092294,9.316377,0.009315446,0.07385884,0.01928457,13.313219,292.3675,59.2861,3.9144027,59.803127,146.18375,286.46658,0.5102446
1211,1.0,20.232384,0.3065642,0.077065326,0.05889018,0.5574803,1.0000004,66.00976,66.00976,2.1480722,1.3128904,219.08823,0.117546864,0.74290395,0.13954915,0.0,0.4775689,79.24151,61.87127,2.2337801,2.460053,314.3749,72.04745,3.461926,0.5280219,4.2237,0.006351299,0.050357178,0.01815675,12.089976,223.01543,60.37726,5.8641133,120.062996,122.658485,314.646,0.38981518
1212,1.0,46.232346,0.44200772,0.11750776,0.056050066,0.38443446,0.99999946,61.548424,61.548424,2.7220051,2.2413816,111.93417,0.04789597,0.7517735,0.20033057,0.0,0.7453869,72.40267,65.51989,1.6718678,1.3223842,329.16595,65.12963,2.4920878,0.7687847,7.0588737,0.00784391,0.062191553,0.013079102,25.62888,236.97389,78.9229,9.860807,86.57608,130.33565,314.82504,0.41404352
1213,1.0,38.806793,0.53958154,0.17455997,0.06655365,0.21930481,1.0,54.26867,54.26867,2.1824498,2.4271598,165.01036,0.1021567,0.78746283,0.11038046,0.0,0.65462965,69.809166,60.29989,2.2231786,1.9478164,312.7941,62.7145,2.5480788,0.6971168,6.52378,0.0056542577,0.044830587,0.016439263,13.895615,242.82364,70.93329,6.73269,93.387245,133.553,314.5624,0.42480794
1214,1.0,22.261786,0.5056038,0.011902124,0.059332937,0.42316115,0.9999994,62.469902,62.46987,2.418357,1.8472753,138.96863,0.08094976,0.77681905,0.14223123,0.0,0.6302624,76.42425,65.579735,2.164812,1.6416508,324.5022,68.42632,3.6536548,0.6138142,4.9128747,0.0070966748,0.056266997,0.019778935,16.470306,227.4099,66.7437,7.921764,110.43855,125.07545,314.7354,0.39742354
1215,0.0,20.409927,0.5581787,0.0027901945,0.067090236,0.37194085,0.99999964,63.129784,63.129784,2.3978167,2.0006683,182.01036,0.10168103,0.7426405,0.1556785,0.0,0.587777,75.25222,63.01583,2.0085692,2.0556731,319.98126,69.157616,2.5942233,0.66044354,5.5548716,0.007425728,0.05887594,0.017938543,15.1826,240.61984,66.963394,6.2680783,98.86777,132.34091,314.77487,0.4404737
1216,0.0,19.164894,0.34679246,0.17383502,0.13392709,0.34544542,1.0,70.197105,70.197105,1.6943585,1.3582659,113.961876,0.041149143,0.7030813,0.25576952,0.0,0.6141979,81.786736,70.25521,1.5894436,1.2815181,319.16724,75.22378,2.3746567,0.61740327,5.3072176,0.00465188,0.036883093,0.0134378355,6.834808,222.93001,71.61595,12.0638685,96.63279,122.6115,314.44217,0.3879512
1217,1.0,20.045677,0.5216724,0.0031741308,0.09766683,0.37748665,0.99999964,66.46987,66.46987,1.9331563,1.8094318,268.7837,0.13196562,0.74302065,0.12501374,0.0,0.52686393,78.20104,63.104546,2.6361213,2.9957192,314.1327,72.664604,3.3061476,0.63842833,5.932644,0.006869048,0.05446222,0.02527942,13.658307,255.88377,56.396458,6.0392294,92.266464,140.73608,314.7081,0.4470838
1218,1.0,35.209305,0.30258682,0.19575028,0.085421905,0.416241,0.99999964,71.024864,71.024864,2.4968925,1.5263888,171.08444,0.094691806,0.7366039,0.16870426,0.0,0.62038124,83.56997,72.00518,2.4366217,1.9311306,313.79987,76.03072,3.0871038,0.6334581,5.2438745,0.007688943,0.06096288,0.021915307,14.637181,248.77951,56.278408,6.7633123,96.09286,136.82872,314.80643,0.43467712
1219,1.0,41.72001,0.7683992,0.051121335,0.1433248,0.03715469,1.0,64.93865,64.93865,2.3692083,4.9221992,257.20285,0.13095844,0.7512628,0.11777875,0.0,0.5993949,73.73708,62.11904,2.5985737,2.888883,325.959,70.11831,2.9947696,0.83710116,9.026758,0.00889994,0.07056444,0.027475966,14.578215,284.6057,59.05037,4.6710587,65.79965,156.53313,314.9517,0.49693593
1220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1221,1.0,32.050503,0.5516349,0.053258844,0.12485578,0.27025044,0.9999998,66.19439,66.19436,1.934453,2.409941,314.84253,0.13715303,0.72537285,0.13747413,0.0,0.44471657,74.2456,56.03347,2.4586792,3.439331,319.70755,71.18124,2.6483455,0.6986184,5.8157864,0.0063691055,0.05049836,0.021659464,17.625582,256.1777,58.944492,4.4249825,91.12288,140.89774,314.64813,0.4478354
1222,1.0,22.882002,0.49870515,0.036376845,0.073144,0.39177403,0.99999946,61.12252,61.12252,1.9989555,1.8431888,317.6113,0.14730717,0.7658139,0.086878955,0.0,0.44195592,72.59615,54.339104,2.7562635,3.591037,318.44232,67.18539,3.5492144,0.60727984,4.7808867,0.0060681943,0.04811254,0.022354485,15.052058,236.12755,59.60296,4.469171,112.987335,129.87015,314.61206,0.4129539
1223,1.0,34.41553,0.48537004,0.026796792,0.09307193,0.39476123,0.9999993,63.448174,63.448143,1.9167016,2.2161543,454.67105,0.1592891,0.746364,0.094346926,0.0,0.39569706,72.353355,51.976738,3.2232418,5.0139966,327.9252,69.9092,3.3983634,0.6477485,5.6081395,0.006674954,0.052923325,0.027509356,19.582794,255.12573,54.317513,4.768307,97.35689,140.31915,314.6848,0.4458389
1224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1226,1.0,31.359045,0.38769877,0.107430406,0.06411766,0.44075316,0.9999992,61.65261,61.65261,2.1304076,1.6802825,369.36505,0.14132747,0.70930535,0.14005922,0.009307947,0.685067,65.17568,56.981712,2.7955422,3.9592469,318.6192,65.95467,2.4687414,0.7952967,8.078877,0.007648837,0.060644887,0.022747422,19.393724,270.01263,62.560738,4.658127,76.155556,148.50694,314.80164,0.47178388
1227,1.0,67.50584,0.55739915,0.19662882,0.060796116,0.18517591,1.0000001,48.348442,48.348442,2.2897534,3.5868032,274.60358,0.13452475,0.7481044,0.117370866,0.0,0.5007991,64.00054,49.800194,2.1239402,3.072563,314.44614,59.915398,2.743008,0.7667451,7.6214404,0.005790029,0.045907073,0.012083907,13.151957,251.40016,73.58182,5.439864,84.57406,138.27008,314.57867,0.43994015
1228,1.0,56.084026,0.6999528,0.09300399,0.07902805,0.1280152,1.0000001,60.388268,60.388268,2.887745,4.8254213,127.103035,0.06815979,0.7684892,0.16335103,0.0,0.8792272,73.52187,70.77129,2.2524784,1.4985524,316.8681,67.1108,2.3920336,0.8465653,9.476578,0.009764691,0.077420734,0.022161078,16.031178,271.11197,68.674446,8.205738,66.70431,149.11157,315.05542,0.47342655
1229,1.0,25.80188,0.53551334,0.11437612,0.1038552,0.24625535,1.0,70.99694,70.99694,2.6006794,1.9829012,148.4148,0.083289705,0.7521459,0.1645644,0.0,0.63786745,81.67553,70.90737,2.3188534,1.7103876,320.86142,75.50222,3.4026792,0.670616,5.6192083,0.008403622,0.06662931,0.02290214,13.291088,253.67847,58.563675,6.9222007,91.237854,139.52316,314.89215,0.44307834
1230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1231,1.0,45.831917,0.367375,0.23955165,0.05212575,0.34094763,0.99999964,48.366844,48.366844,1.8421186,1.8901834,417.27264,0.1607015,0.76616234,0.07313617,0.0,0.43887123,57.42251,41.150932,2.8256352,4.6906977,322.7278,56.745872,2.6493528,0.6836289,6.334244,0.0043740077,0.03467994,0.015146111,16.870016,235.57973,70.73537,5.4128394,102.809746,129.56885,314.40884,0.41226882
1232,1.0,16.817987,0.3332921,0.01954923,0.06331454,0.5838441,1.0000007,65.59588,65.59588,1.8858379,1.330813,168.26303,0.09636522,0.7514848,0.15214998,0.0,0.52287173,80.364006,64.68612,2.1009774,1.9267355,327.09225,72.26687,3.097045,0.47845858,4.000909,0.005522845,0.04378866,0.018098295,10.627623,211.61082,62.539436,7.456444,126.48678,116.385956,314.54663,0.37000105
1233,1.0,39.34847,0.70280063,0.008859396,0.05193448,0.2364055,1.0,47.82302,47.82302,2.172347,4.069264,343.72504,0.15311041,0.772455,0.074434586,0.0,0.62970275,64.39651,54.375206,3.0391502,3.8988047,310.5899,58.429314,3.3745046,0.7125584,6.648297,0.006237593,0.049455646,0.02213068,17.58125,248.71606,66.82829,5.73498,97.027756,136.79384,314.63235,0.4353872
1234,1.0,18.284222,0.51506627,0.15641668,0.13427292,0.19424412,1.0,72.59225,72.59225,2.2865903,1.6057171,228.40092,0.119755186,0.7389197,0.14132518,0.0,0.54124975,81.81344,67.060265,2.557224,2.5503304,321.61456,77.072075,2.980296,0.6836491,6.414407,0.007864849,0.062357567,0.024710175,7.369213,267.85913,53.073235,6.0859585,82.575836,147.32251,314.82755,0.46797383
1235,1.0,25.43539,0.4413098,0.032260824,0.043734957,0.48269442,1.0000001,49.88674,49.88674,1.7075526,1.7637101,121.387,0.06570545,0.7849519,0.14934263,0.0,0.803665,65.804405,61.184837,1.7443421,1.4576545,328.43655,56.771538,3.3033447,0.63049066,5.831884,0.004011144,0.031802922,0.011902575,15.814705,195.28705,83.57026,16.614262,117.28575,107.407875,314.36533,0.3418525
1236,1.0,34.713745,0.7560446,0.010564266,0.09209974,0.14129135,1.0,63.011223,63.011223,2.6319714,4.3427496,167.3083,0.07279156,0.645497,0.22941342,0.05229801,0.8305616,70.08495,65.404045,1.8986715,1.7365814,324.32422,66.88537,3.0649626,0.8965275,10.328025,0.009987496,0.07918728,0.017881805,15.7938595,271.13058,74.36132,6.9503975,60.97319,149.12183,315.08212,0.47325435
1237,1.0,28.803215,0.534722,0.012225135,0.091575794,0.36147714,0.9999995,59.74578,59.74578,1.7027478,2.2274234,490.1238,0.1669749,0.7658969,0.067128174,0.0,0.39563945,70.84792,50.702843,3.5807872,5.4880123,309.3452,67.277214,2.8056371,0.6238502,5.091827,0.0058587017,0.04645155,0.029667836,17.715187,247.42117,54.27833,4.117562,107.09935,136.08165,314.5869,0.4328484
1238,0.0,25.458138,0.23106222,0.027061304,0.030985553,0.7108909,1.0,60.88244,60.88244,2.171316,1.2836995,285.91437,0.13340071,0.73293424,0.13366507,0.0,0.60839576,70.27459,59.086174,2.4689126,3.1523147,322.73367,65.94009,3.3448868,0.7296943,6.9481606,0.007345144,0.05823702,0.02037329,22.075521,253.86252,65.41348,5.0978146,88.51376,139.62439,314.7652,0.44377956
1239,1.0,62.915993,0.59839004,0.19202833,0.17552416,0.03405744,1.0,69.25411,69.25411,2.4230728,3.762473,533.0558,0.16279042,0.73755395,0.09965564,0.0,0.45424598,73.58517,55.871117,3.709028,5.811283,313.5926,74.26598,2.3143616,0.83175707,9.066731,0.0094673205,0.075063,0.03575848,17.01879,298.04022,47.54887,3.9969769,63.236603,163.92212,315.01974,0.520337
1240,1.0,40.55271,0.6523145,0.084045194,0.07433184,0.18930848,1.0,55.148094,55.148094,2.202821,3.3801115,348.8941,0.14972265,0.7553038,0.09497355,0.0,0.40164647,64.68258,45.964226,2.502054,3.8998573,319.4589,62.71517,3.504788,0.73775584,6.9891033,0.0065738442,0.052121658,0.018275984,13.833881,256.99927,66.6144,4.783778,86.93598,141.3496,314.6727,0.44924808
1241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1243,1.0,77.24656,0.55639017,0.3013141,0.07967601,0.062619716,1.0,59.622643,59.622643,3.1166494,3.6788728,296.80994,0.13369481,0.7250667,0.14123844,0.0,0.6531119,65.34585,56.06182,2.3318443,3.2437565,311.70596,63.66427,3.1920576,0.9564824,12.405075,0.009199926,0.07294292,0.00997656,13.2927885,289.1101,67.96404,4.868336,54.148407,159.01056,314.98767,0.5047413
1244,1.0,28.540062,0.16684823,0.09563998,0.025863305,0.71164846,1.0,57.939445,57.939445,2.2216566,1.1766773,148.00407,0.07986012,0.7369827,0.1831572,0.0,0.77133286,69.81277,63.515923,1.8111048,1.6783956,323.03397,63.051903,3.5517135,0.76292795,7.4391575,0.006691311,0.05305301,0.01390008,21.126568,239.6913,77.41772,7.66097,86.080765,131.83022,314.6868,0.41927987
1245,1.0,26.909372,0.43007603,0.09310189,0.15607052,0.32075155,0.9999997,68.46722,68.46722,1.5915039,1.7487133,264.67682,0.13157642,0.74543685,0.12298671,0.0,0.51424605,79.749626,63.752464,2.6875887,2.959192,320.31747,74.18255,3.0392716,0.6388907,5.1899443,0.005269061,0.0417765,0.025911419,13.300373,250.88106,53.895966,4.840617,97.926674,137.98459,314.5162,0.43880492
1246,1.0,30.86947,0.62611175,0.004478641,0.077069774,0.29233983,0.9999997,58.641747,58.641747,2.0891235,2.8325882,389.00317,0.15673551,0.7627292,0.08053527,0.0,0.4417263,70.70049,52.5411,3.0375204,4.3633747,319.2445,65.968895,2.596358,0.6705982,5.90021,0.0068382453,0.054218,0.025287248,17.20837,253.26607,59.12845,4.8862195,97.46628,139.29634,314.7044,0.44258413
1247,1.0,21.214619,0.59242415,0.079778835,0.03638329,0.29141375,0.99999964,48.424644,48.424644,2.4268763,2.0183227,506.14545,0.16192564,0.7411099,0.06200305,0.034961376,0.7038103,54.959526,48.17083,3.6572917,5.5429287,323.64008,53.21499,3.061958,0.86274266,9.420779,0.007896641,0.06260964,0.025555637,11.318008,272.22153,68.65255,4.8582883,75.33724,149.72185,314.83136,0.47565788
1248,1.0,27.335407,0.2900306,0.033028584,0.075707205,0.6012336,1.0000001,67.59313,67.59313,1.7443794,1.4425808,195.56062,0.10814027,0.74206203,0.14979771,0.0,0.5600743,80.15957,66.049095,2.3134513,2.2056136,314.73294,72.83343,3.4578626,0.5930655,4.51232,0.0055058547,0.043653954,0.021413913,19.864859,231.42949,59.312256,5.193438,111.26095,127.28622,314.54462,0.40428892
1249,1.0,30.093079,0.7178494,0.057932727,0.1581109,0.066107,1.0,64.93304,64.93304,1.9384469,3.2989357,199.24629,0.11592792,0.7699532,0.114118874,0.0,0.5778985,74.3767,61.93966,2.4253554,2.2974772,322.53525,69.88543,3.2590544,0.76979494,7.498745,0.0066135577,0.052436534,0.024968486,12.030157,269.10675,61.012314,5.1496615,76.7621,148.00871,314.67746,0.47031292
1250,1.0,33.68136,0.46704948,0.12614322,0.13368087,0.27312642,0.9999998,63.912926,63.912926,1.7319309,2.0246193,155.17838,0.083329156,0.7289427,0.18772817,0.0,0.62694126,77.713585,66.62093,1.9080187,1.7506477,311.3136,71.105675,2.9073493,0.68889123,6.13579,0.0048849722,0.038731195,0.016451785,12.477969,243.0867,67.38529,7.4627643,89.417786,133.6977,314.47012,0.42510068
1251,1.0,18.747349,0.16794232,0.06603342,0.031087598,0.73493665,1.0000007,64.5848,64.5848,2.257923,1.1245763,369.72955,0.15075833,0.7478894,0.10135229,0.0,0.32138345,73.51284,49.098442,2.6778312,4.100836,315.48288,70.70223,2.7532387,0.498697,4.051338,0.006769159,0.05367024,0.019652741,14.13621,221.52817,57.421642,4.820527,126.35243,121.84049,314.69614,0.38682503
1252,1.0,18.026989,0.28099486,0.006512243,0.06616627,0.64632666,1.0,70.93722,70.93722,1.898017,1.2869328,281.33542,0.12593463,0.70533204,0.16873333,0.0,0.46771145,81.09228,63.010704,2.3849857,3.0277896,315.3449,76.487816,3.5446076,0.5956863,5.777256,0.0068677603,0.054452013,0.022507368,11.726563,253.58606,55.92929,6.700359,90.8672,139.47234,314.70795,0.4427036
1253,1.0,32.71566,0.35490912,0.13665155,0.09693945,0.4114999,0.99999964,74.56234,74.56231,2.5641875,1.6389506,234.11043,0.11352076,0.7039945,0.18248472,0.0,0.5607006,83.76388,70.112816,2.4186757,2.5306478,314.51083,77.90783,2.9540954,0.67433786,5.6135907,0.008671066,0.06874978,0.021870451,17.901962,260.52124,53.716938,5.5304074,88.660736,143.28668,314.92422,0.45499992
1254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1256,1.0,39.20325,0.61726415,0.02782311,0.05937573,0.295537,0.9999997,55.76055,55.76055,2.4444954,3.2096813,342.8189,0.14004484,0.71898615,0.11518676,0.025782228,0.79497087,65.37762,60.641014,2.9604888,3.7099853,323.52197,61.61068,2.6850924,0.7711694,7.6338305,0.008001325,0.06343964,0.02384971,20.674494,264.62653,64.699646,5.352663,81.874,145.54459,314.8439,0.46277052
1257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1259,1.0,59.604794,0.48222184,0.27645153,0.14841598,0.09291065,1.0,73.86947,73.86947,2.8425207,2.6603181,219.293,0.10197249,0.67440015,0.22362734,0.0,0.5622753,79.257744,65.3601,1.9964578,2.310505,326.6232,75.9045,3.6561086,0.83467734,8.755631,0.008599044,0.06817874,0.009664897,14.074508,279.24063,61.45864,5.4670343,62.843395,153.58235,314.9156,0.4876948
1260,1.0,22.210247,0.5968411,0.03356216,0.27737164,0.09222511,1.0000008,73.911766,73.9118,1.5009314,2.1472769,351.30353,0.14200847,0.7218552,0.13613632,0.0,0.35081428,77.90087,54.060753,2.6002483,3.815733,315.37604,77.49105,3.2196417,0.6671751,5.635876,0.005526261,0.043815747,0.025854195,12.192327,260.7637,52.00897,4.643592,89.66443,143.42004,314.54706,0.45597723
1261,1.0,63.17469,0.67650586,0.17391902,0.09453904,0.055036098,1.0000001,62.03997,62.03997,2.937618,4.670986,294.14203,0.13930023,0.75098187,0.1097179,0.0,0.64188254,71.05816,61.04946,2.7538223,3.2869334,313.45108,67.41662,2.9890108,0.8931939,10.533156,0.010287423,0.0815653,0.02299026,13.211147,291.72305,60.193806,4.535554,59.819077,160.44768,315.1181,0.5091356
1262,1.0,37.207424,0.44854444,0.09794932,0.11142891,0.3420773,0.99999917,60.372215,60.372185,1.630606,2.0592082,416.38394,0.15736222,0.75296456,0.08967324,0.0,0.48139167,70.49557,54.01983,3.1506066,4.6283684,315.02716,67.18017,3.6281137,0.6817948,6.08659,0.0053519695,0.042433854,0.025611987,22.55315,254.97624,57.52888,4.4197392,94.23177,140.23694,314.52615,0.44577843
1263,1.0,29.602558,0.74487454,0.019779218,0.14609587,0.089250386,1.0000002,63.422356,63.422356,1.9037879,3.6035202,461.74216,0.1625722,0.7572371,0.080190726,0.0,0.3478077,67.200005,45.28933,3.134647,5.136739,309.55765,68.76815,2.6021283,0.75018144,6.892062,0.0070407665,0.055823717,0.02929707,12.65508,271.79248,55.715927,4.0492015,82.33312,149.48587,314.7287,0.47506726
1264,1.0,24.637835,0.5242122,0.014930391,0.108669505,0.35218796,0.99999976,73.71917,73.71917,2.4444768,1.9899704,411.50403,0.15157771,0.73168546,0.11673684,0.0,0.43909255,80.86263,61.538048,3.2418847,4.4855733,311.07144,77.33721,2.8457341,0.6445857,5.0008073,0.00938946,0.074445665,0.033275936,18.677666,263.8062,46.25486,4.064572,97.44643,145.09341,315.0104,0.46060634
1265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
